,video_id,comments
1287,3m6Deu5Wjp8,"[""I'm the first  legend 🤣🤣 me 33 9 million  pe ye video dekhrahahu 🤣🤣"", 'Ajju bhai please face reveal kar do', 'Legend after 33 million watch 😜😜😜😜😜😜😜😜😜😜😜😜😜😜', '1 cr voice', 'FREE FIRE AB BAN HO GI', 'Bhai aapki face level kab karoge', 'Op bro', 'Aisa kya hai To Main Tumhara sab video Maine dekh liya lekin Tumne paise bhi nahin kara mujhe bahut bura laga', 'Mujhe pata hai aap se serial Nahin Karoge', 'Ajju bhai aapki to 30 milian subscriber complete ho chuki hai aapki Khushi kitni hai']"
1288,9N2s08cCDhw,"['Ajay Devgan', 'Hii', 'Achha khalla bhai', 'Op', 'Ajju bhai mujhe ek DJ aarop chahie', 'Thatapas okatnhi ha', 'raghav115671 gave request on this id', 'Bhai aap kab apna face reveal karoge', '50000 worth  account sell  only 40000', 'দাদা খুবি ধন্যবাদ আপনাকে আপনার ভিডিও আমার অনেক অনেক ভালো লাগে ।  দাদার ভিডিও আর কার কার ভালো লাগে , কমেন্ট করুন']"
1289,lCfGUn2QSOY,"['Vinod', 'Op awm game play', 'Op ajjubhai94', 'Op', 'Mp 40', 'hhhhhhj', '꧂', 'Aggu bai is not', 'Ok ajju bhai', 'OP ajju bhai']"
1290,B3epsD8PTrI,"['Nice bro', 'Are Ajjubhai M1887 labor vi khalo na', 'अज्जू भाई आपके पास v bach ha kay', 'Gjjb aaju Bhai 👍👍', 'Tower main bath kar hila raha hair😂😂', 'Free fire is baned today', 'Op', 'Op', 'Op', 'Op']"
1291,jQXiIJz2pZs,"['ajju Bhai Amit bhai awaaj best hai bhai', 'Pokemon Tv', 'Op', 'Ajubhai kesa sikli free fire', 'Deep', 'Ajubhai Mari  free fire Ma aio', 'Ajju bhai face reveal kab karoge', 'ઓ હો', 'Good  Ajjubhai op', 'Hy']"
1292,rqcF368FrMA,"['O Pi Ajju bhai', 'ajju bhai mp40 king', 'Op', '🧡Tera headshot chodo🖤...thumara pyara sa voice keliye like denge❣️', 'Main aapka subscribe', 'Ihet m14saund', 'Ajjubhi big fan❤️❤️', 'Yellow poker vs green poker... which is the best', 'bahut badhiya ajjubhai', 'WHO IS THE REAL FAN TOTAL GAMING']"
1293,cwD98mc7-Zc,"['App ki team', 'Ajjubhai apke team hi jetegi', ',🤣🤣😂🤣😂🤣😂😂🤣😂😂🤣😂🤣😂😂🤣😂😂🤣😂🤣🤣😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😜😜', 'Romeo noob', 'Romeo noob', 'Top❤️👍🏾👍🏾👍🏾🙏😘😘😁', 'Watching in 2022 ,. October 😀', 'Noob total gaming', 'OP AJJUBHAI', 'OP']"
1294,RbUnWhM4xhY,"['Hii', 'India De Mundiya Ajju bhai', 'Nitesh.singh..9335855980', 'koko binod', 'bhai meri id band hogeya 😂😂😂😂😂😂😂😂😂\nPlease unband kardo\nId number 1055209179\n😂😂😂😂😂😂😂😂😂', 'Hai', 'Møjjá karbi po ❤️', 'Bind', 'watching after almost 2 years 💔', 'Aapki ID kya hai']"
1295,_kgSFOurPuA,"['Binod 😂', 'Me fains', 'भाई मेरा डीजे लोकगीत कर', 'Hii Vikram', 'Congratulations', 'Big fun sir g 😎', 'Ok❤️❤️❤️', 'Please face reveal', 'Binod', 'Face revil 30m pe,,,🙏🙏']"
1296,7q1gHyBzQ2Y,"['32 m in 2022', 'Yellow jercy is my favourite jercy', 'Bhai itna log thum ko comment kartha hai kaise heart doge \n..... Isliye thum kisiko detha nahi😂😂', 'You are legend', 'Kuch bhi😁', 'Love you 😘❤️❤️ I love you', 'Hii ajju bhai', 'Pura ka pura hag diya', 'Op', 'Kuch bhi']"
1297,IBeGk9qsFJg,"['Chiter mania', 'Hello', 'Ajju bhai noobda hai', 'Ajju bhai noob hai', '❤️🤑', 'Mania chetal', 'Mania nubda bot', 'Aqko.skiller.laka.ana.chiya.tha.😢😢😢😢😢😢😢😢🔭🔭🔭🔭🐶🐕🚻🚻', 'I have no diamond 💎', 'op Video']"
1298,Je3TDpVUydA,"['good usp chaileng karo', 'Hii', 'Op', 'Op', 'Op', 'you know how entertain us without gaali', 'congrats for 31 million', 'Old is gold', 'Pro👽', 'भैया आप कहां के हो']"
1299,KBRauRIE0TY,"['Love you❤❤❤❤ ajju bhai', 'Ok', 'Amtiba nood', 'Ajju vhai🖤💫', '0:03', 'Ajjubjai kya nubdoko marteho\nDam he to mere sath 1v1  karo', 'Sur tal ke liye ajju bhai vimal khao bolo Juba keshri', 'Ples face civil', 'Funny ending', 'Jo mere channel ko subscribe krega uas ka pariwar hmesh kush rhega jo apni family se paray krta he vo hi subscribe krega']"
1300,jm-4-LURsP4,"['Ajju tu noon ha dam ha aga 1v1 ya LA.Mari uid 2535627118', '97 level hole hbo ne', 'Ajjubhai mp40 peak pai hi this L shape Kai pass cemented main', 'Ajjubhai you are pro', 'August 21 my father’s b’day was in hospital cause of corona aur kisi ke saath ye na ho', 'Aapka purna game bhut op hai', 'U are speaking tooooooooooo muchhhhhh in old gameplays', 'Legends watching in 2022 🤣😂', 'Nice bro un belive headshort', 'Great fan']"
1301,E93iq55_4-o,"['Id', 'Ajju bhai reaplay kyu nhi dete', '1000daimond id jatinr10500y', 'Ajjubhai ap kaise atni achha khel lete ho? Big fan bro.', 'Arre bhai apki mic off hai toh amit bhai ko avaz kaha se jaye gi', 'Muzufarpur', 'Alto yaar Mane game dekhkar mein pagal Ho Gaya tha number likh Rahi hoon Na 2233324067', 'Amit bhai mukut gift kar do', 'Supar', 'Nice looking']"
1302,pFXM0NgoOoo,"['Ajju bhai apna face dikhaiye', 'Bhi app ka nomber send', ',♡♡♡♡♡♡♡♡♡💘💘💘💘💘💘💘💘💕💕💕💕💕💕💞💞💞💞💞💞💞🤗🤗😍😍😍😍🤗🤗🤗🤗🤗🤗😅😘😘😘😘😆😆😆😆😆😎😎😎😎😎😎😃😃😃😃😃😃😃😃😃😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱', 'No', '2104715777', 'I love and like free fire', 'Nice prank', 'love ❤️ you total gaming', 'अज्जू भाई प्लीज मेरे को यार डायमंड दो मेरे को डायमंड की जरूरत', 'Op 999+']"
1303,hp_nAmoSX7k,"['Whaaaaaaaaaaaa', 'Ajmer main aapko bahut bada fan Hun Main aapko har video ko like karta hun please Kuchh Diamond bhej do yaar check koi bandal sa bhej do yaar koi bandal please Maine', 'Hello Ajju bhai Mujhe diamond ki jarurat hai please bhejo na yaar main aapko apna id number deta hun 5618 2395 75', 'Pro  player', 'B', 'white 444', 'Koi mera tôp up kerdo please', 'कौन-कौन बनवा लियो', 'वीडियोस जिला बांदा कहां है', 'Saj xjkc']"
1304,V1eMjvYkEyg,"['Koi mera bhi use krlo\nE4BJ43WMW', '🔥👍', 'Who is here 2022', 'BLUE X RED 💀', 'Face reavel', 'Who player watch this gameplay in 2022', 'Lucky ajju 🐅💝🤗', 'Bro instead of paloma skill you keep hayato skill very useful', 'Rsha😅😆😉😉😯', 'Bhai akoc']"
1305,6EAbiZd1Zf0,"['Ajjubhai 😘', 'Majdar head lag raha hai', 'Mujko tumara guild ma invite koro', 'S', 'ajju  bhai face reveal kr', 'Op', 'Aju bhai fans like here 😁', 'Super bhai op', 'Love from hyderabad', 'AjjU bhi apana face dikho']"
1306,X3fT3V-kdGo,"['Abey noobde like karne ka bolna band kar chimkandi sala noobda', ""Ajju vai 1vs1 custom chalang I'd 2528377926"", 'Ajju bhai OP headmara tumne', 'Log time whach your video \nAjjubhai old video ❤️', 'Enjoy video', 'Old memories', '1245785451', 'NOOB 1vs1 SONI', '1vs1', 'Apka photo send me please']"
1307,hIlV0t4yyQk,"['Bakvas mat jar game kel', 'Oo', 'Nice h', 'Ajjubhai bhot bolte ho', 'Op.  Ajju.   Bai.     Plsma', 'Op', 'Super ultra legends are watching after 33 million 🤩🤩🤩🤩🤩☹️💩💩💩💩💩', 'Ajju bhai be like - "" Ham pagal nehin hein bhaya hamara dimag kharap he "" 😂😂😂😂', 'Ap ka poto dekna ha', 'Ajju bhai aap gun chalange hi kiya karo badhiya video bunti hai']"
1308,SxJTV3PFf7Y,"['Sir ji 10 nahi 30.1 million subscribers \nMamily🔥😅😎', 'old days', 'Your 10 million on my birthday', 'Hello', 'Please send diamonds itaci90', 'Ban ke lodo', '★DEAR GUYS★\nTHANKS FOR *42* SUBSCRIBERS\nAB *50* SUBSCRIBERS KARWA DO.   😁😁😁', 'When life is gives you 100 reasons for crying show life to 1000 reasons to smile', 'Kem chho ajjubhai', 'Op😉']"
1309,N18KDrneZms,"['Mara sat be khalo', 'Sniper playing video daliye', 'Haa I aaju bhai', 'Koi bhi chis', 'Op', 'Kuch bhi', 'Op Bhai', 'Proajjubhai🥰🇮🇪', 'Op', 'Hi aju vay']"
1310,Si5UPJkRtKc,"['Ajjubhai ka aajtak ka sabse khatarnak game play laga mujhe 🥰🥰', 'Legends are watching in 2022', 'Mmmmm💝💝💝💝💝', 'tatti bot', 'Nice game yeh wali 😯😯😯😯😯', 'Legend Ajju Bahi..buT nevar die', 'Nice bhai  op', 'Pura k pura noobra saly chupkar kheltey hai', 'Ajjubhai always op', 'Bhai 2vs2 khil rhe ho']"
1311,7Lf-iJaLcIk,"['Legends 👏 are watching in 34m 😎', 'AJJU BHAI FACE RIVEL KAR DO PLES APKO FIREE FIRE ID KE KASAM', ""I'd btao open challenge"", 'opajjubhai', 'Ajju bhai thank u aapane is Bande Ko Main Desh Ke account mein 500 Diamond aur 200 Diamond aur bhej dena', 'Facarivil will kab karoge yaar', 'Bhai app kya khelte ho nice vedio 👌', 'Legends are watching after 27 million', 'Watching after 27 million', '27 man']"
1312,DbqZEvAK6X8,"['Ajjubhai 94. Hi. Hello. ❤️❤️', 'Legend are watching after 32.8 million', 'After 32 million', '32.1', '50millom face revel brother', 'Watching in 2022', 'Good.morning', 'op', 'nice😍👍👏', '2 .94 million ho gaya']"
1313,CKnim4rBVY0,"['नितिन भाई नितिन भाई आप बहुत', 'nityen.vay.', '5371881492\nMujhe 2000 diamond chahiye', 'Congratulations 🎉 32 m', 'Nothing main tumko challenge Karta Hun ki launcher se headshot maar kar dikhao', 'Please bhai mujhe ek Alok do na', 'Ajjubhai aap sirph na 16 solo  squad hi khela karo❤️❤️❤️❤️❤️ supar', 'Awm op', 'Aju bhai kiya aap mujhe Aalak denge', 'Hii']"
1314,FgX_1HKTGp4,"['Good  game play', 'Big fan replay one video of my channel', 'Ajjubhai then vs now😃', 'Ajjubhai mst kati shot op', 'Jahrila headshot', '🇮🇳My channel support karo guys 🥺🥺', 'Gift melega gan scin', 'Kordeya', 'Op', 'op ajjubhai']"
1315,KmYzOTCelR0,"['I want daimond', 'I wont to talk with you.', 'Please give me some diamonds', 'CONGRATULATIONS FOR 200 SUBSCRIBERS IN ADVANCE 🤣🤣🤣🤣🤣', 'Ajay friend request accept kyo nahi karte', 'Hlo', 'Ajjju bhai apak chara bato na voice ka sath', '5:14', 'Nice gaim', 'Op     op   op      game        play']"
1316,xnJZ3_BRGGc,"['Sorry 7:30 Am se 5:00 PM tak game off rahega bad me Update Karke Aaplog Khel Sakte Ho.', 'WHO ARE WATCHING AFTER 26.5 MILLION SUBCRIBERS 😁😁', 'Recommendation after 25 million', '꧁༒ŚÅČHÎŇ༒꧂', 'Op', 'Op', 'Bhai please', 'Who is here after 10 million', 'Bhai ye face ke sath video  nahi karta is liye unsubscribe karo to ye face reveal karega', 'Tripati']"
1317,qIxZylgnRRk,"['Legends are watching in 2022', 'Aju Bhai dimond do', 'I like u ajju bhai', 'Te to solo vs squard ho gya', 'Amit bhai ko rivaib krtha na nubdhe', 'cuch Gift kar do', '1127946467 uid 70 Level', 'Badsl', 'Amit Bhai to sir ban Gaye', 'congratulation 13m subscribers complete 😎😎']"
1318,dB83tQ4cc7s,"['5583', 'Nice video is Love you 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘', 'you use hack in this gameplay', 'fri 🎸🎸🎸🎸🎸🎸♥️♥️♥️😋😋😋🐵🐵', 'Battrey', 'Ajjubhai ❤️❤️🔥', '❤️❤️', 'Bhai mera ID kho Gaya kaise milega', 'Ajju bhai aapka video ghar ke paririwar sabhi dekh te hai legewez aacha kare', 'Op King 🤴']"
1319,_iAcmb0pGmw,"['Op fan boltehe', 'AWM2', 'ગુજરાતી હમ કુ ભી આતીહ', 'Apne bhagte huye  meducit kese lgaya', 'I am your biggest fan mai har din aapka video dekhte rehata hu', '18', 'Ajay bhai main aapka Bada friend hun aap sab character Kaise Le to please humko bhi batao aur please mujhe top Karke do na', 'Legends are watching this after 27million 🤟🤟🤟', 'अज्जू भाई खेलते तो अच्छे हो मैं आप की हर वीडियो देखता हूं वीडियो भी अच्छी बनाते हो क्या आप मुझे आलोक दे सकते हो मेरी आईडी 2326pthegi आप हेड बहुत मस्त मारते हो', 'OP aju bhai']"
1320,tKBhYtnYags,"['Ajju bhai mere phone se free fire delete ho gaya hai to usse kaise download kar sakta hun Bata dijiye aapka subscribe', 'અજુભાઈમુજેડાયમનઆપો', 'Shyam kumar', 'Shyam kumar', 'അന്തസ്', '😍😍😘😘', 'No 10m 26 m', 'Ajjubhai is me mebhi hu', '😭❤️🇭🇺', 'Main aapka bahut bada fan']"
1321,Kdbi1quJ9ws,"['Full gameplay very op ajjubhai', 'Hellow', 'Total gaming 🥰🥰🥰🥰😍😍😍😍😍😍🤩🤩', 'U are so good I also want to be as good as you 😁😁🤤', 'Ajju bhai please mujhe chrono dedo\nMeri id name afiq zay 31 30n', 'Clock tower😂😂', 'अज्जू भाई को पसंद करने वाले भाई लोग बिडियो को देखे और लाईक करे और चैनल पे नये हो तो चैनल को सस्कराइब करे  ता की कोई भी नया बीडीयो आऐ तो सबसे पहले आप तक पहुचे धन्यवाद🙏🙏🙏🙏', 'I give like to your every video', 'Super amazing 😍😱', 'वाह अच्छा भई!']"
1322,XQGw289ZeR0,"['Hlo ajju bhai big fan', 'Gm bhai', 'Good morning', ""Legend's are watching in 2022"", 'Op total', 'Jindabad total gaming', 'Total gaming Pro', 'Ajooba aapko main 5000 rupaye diya tha uske liye pahle kis meri Lelo Yuvraj Yuvraj', 'Ajju bhai ko 200 rupaye main Diya uske liye request Yuvraj karke', 'Good morning']"
1323,85jtoVw1t9Y,"['Ajay noob', 'Ajju bhai y bic bic ma tomari avaj ku badal rahi ha', 'Hello', 'Aju bhai aap fektere pe utro Air drop chalenge', 'op bai i love you', 'Vah', 'Bodi mara', 'To chai ko Ho sale chemkandi', 'Sunny paji ki mimikri mast ki', 'Ajjubai apka voice to da change hogaya he 😀😀😀😀😂😂😂😂😂👍😎😎🤪🤣🤣🤣😅😃😄']"
1324,RQfiBdqw9tw,"['Op', 'Congratulations for 27 million', 'माइक्रसेन', 'अयडी', 'देदी', 'बनडल', 'समुराय', 'मुझे', 'भाइ', '?']"
1325,Nto3Wc5fTuU,"['Old memories  🤩🤩🤩', 'Legends are whatching in 2022😂😂🤣😎', 'OP', ""Ajjubhai Mera I'd 19765845 Yaha muja 2 hjar diamond gift karna"", 'Ajjubhai forgot that he has mp40', 'Hi', 'Ajjubha pro', 'Bahi Baria Khela 😧😮😮😮😮😮', 'Raju Bhai video kahe Nahin chhod rahe', 'kya khelate ho aap AWMke king ho']"
1326,yjlZZNM0NLM,"['Jo hai please mujhe Diamond ghift kardo', 'Faltu gem', 'ɪᴹ᭄तेरीमौत༒\u06dd꧂', 'New YouTube please support me', 'Ajjubhai hacker', 'Kaun chahta h aju bhi apna fess revil. Kara jo chahta h like karo', 'New gun is OP', '👌👌👌👌👌💖💖', 'Ajju bhai op Bolt', 'Tu sucme dhoke baj']"
1327,6niZQJM5EkM,"['Bhai only SVD challenge karo please', 'Muje bhi pro banao probpgamrebp', 'Ajju bhai aapane ek laga rakha hai aap bhakte Hue medicate maar rahe the', 'Old is Gold', 'Me ye video 2 year bad dekh rha hu', 'Ajjubhai Haker', 'What is your ID', 'ajjubhai big fan bro Face revail kardo          .yaar', 'Meri ID per top up kar do. 6009931445.  10000 top', 'Ajju bhai is pc player i now']"
1328,5f0ZSVlHHZA,"['Name Devraj singh', 'Hi', 'Ajju Bhai aap achcha khelte Ho', ',🤣😂', '🥰😘🥰😘💋💋💋', 'Cool', 'I want party from Total gaming', 'Old is gold ♥️', 'Wow👌👌👌👌', 'NICE GAMEPLAY']"
1329,tT3-XtbTTRs,"['Love from Nepal ❣️❣️', 'Wa after 2 years', 'A w m king ajju bhai tum a w m chalao no1 awm', 'I m watching to old episodes 😓', '# AWM King', 'Awm kig', 'Po', 'Nice', 'appka end ka song mast hai', 'आल्हा बढ़ खाना बाढ़ के पानी  कि पानी बाढ़']"
1330,nC8NRFc6PJ4,"['Thakor', 'TH\nA', 'ok', 'Legends are watching in 2022 😂', 'Big fan bro', 'When I came in ff 😭', 'hii Aijubhai 94 keshe ho 😍😍', 'Ajju bhai ka dialog suna mujhe bhai koi bhi maar ke chala jaata hain.', 'Ajjubhai good morning', 'Ajju bhai main aapka subscribe']"
1331,16IP1Rya4Pc,"['Laka Gamer kutta bot', 'Bhai custom khele go', ""Total gaming please my id top of diamond 💎 my I'd name is Rehanboosts 63644454563"", 'Nahi ajju bhai ❤😇', 'Tune fan ko mara', 'Op', 'No', '10:33 bhai aapne jo inhaler liya uska symbol eo medkit ke symbol se replace ho gaya 🤣', 'yes😡', 'Anju bhai meri ID mein bahut Sare topic Karva do main Jaan to apni ID ka password abhi main bataunga aapko bus aap ek video banaa dijiyega usmein main copy per']"
1332,_kKTa3BeRsI,"['2022me kon dekh reha hai', 'Ajju bhai mujhe diamond dedo plz🙏🥺', 'Hi', 'Noob h', 'Mjhe ti samjh nhi ataa ajju headshot kaise maarta h', 'Bhai humko bhi Sikha Do Aisa', 'Op.ajju.bhai', 'O.p', 'Good', '🧍🤣🧍🤣✌']"
1333,734tTzz173Y,"['Aur usmein like ka target 5 lakh karna please agar aap meri awaaz sun rahe ho to', 'Ajju bhai m500 challenge karo on free fire', 'Ajjubhai 2,00,000 like hogya 😱👍', 'Love from Karnataka 🌹❤', '1Awm challenge Ajjubhai karo', 'Bhai ye game kon dkheta hai', 'I done booyah with two M4A1, one mini UZI and one synthe', 'KYA TUMHE M4A1 PASAND HAI KYA😑', '2:26 one minute silence for those who think this is normal id of ajjubhai', 'aajubhai big fan']"
1334,NTVCeGVe3aE,"['Raistar your Dad😂😂', '❤❤', 'Op', 'Ajju bhai op', 'Op had shoot', 'M82B challenge kariye ek bar bhaiya', 'अज्जू भाई थे कव तगडा खेलो एक दम ओपी', 'Bhai boht hard...love from Jalgaon maharashtra', 'Mahenden5142!', 'Hi']"
1335,lOEEctNBjds,"[""Who's watching now"", 'Kyuki tu bhai he apna', 'Bhai diamond kaise lete ho', 'Ajju bhaii tumara voice supper', 'Opi ajjubai cate hi jeher hed', 'लाइक करने के लिए बहुत ज्यादा बोलते हैं जो भाई', 'Super Bhai', 'Very Nice', 'Nahi ajju bhai ap both accha gaate ho', '7']"
1336,PQL6Dki5jxU,"['Op Ajjubhai', 'Total gaming Bhai pro player Bhai plz Mera sath khalo na', 'Now legend watch in 2022 when alok are not populaor', 'Twinkle Twinkle Little Star ajju bai is super star', 'Old ff 😭😭😭😭', 'Ajju Bhai Super Boro', 'Bete ajju kar98k to use kar le noonde', 'Aekdam maja aa gaya game play dekhake', 'Bahut badhiya ajjubhai.', 'Aj']"
1337,lNsEjjnRAes,"['Miss voice and FF graphics', 'Only Xm8 Gun CHALLENGE', 'Oppp', 'Pagal', 'Ajjubhai please ap ak din only on muka callange karna please', 'Bhai ap kitne saal ke ho?', 'Ajjubhai Kya baat hain', 'OP HADHOT', ""Ajju bhi apni I'd send krdo watsap pe number 8894530988"", 'M249Clng']"
1338,WD_tA2BA0lE,"['& now this channel has 30 million subscribers', 'Good job', 'Creator ke hath mai scar or mp40 masat lagti hai', 'U took loose canoon dragunov because of it s description', 'Mystic seeker scar op', 'Op', 'Op ajjubhai bhai', 'Bahut badhiya hai', 'Copperhead maara tumne bahut mast', 'Opop']"
1339,sUkNYRi-_IM,"['Op', 'Ajjubhai please forgive amitbhai 🥺', 'Hello Ajju bhai Himmat se One Shot Khel ke dikhao', 'Ajjubhai 🆓 God\n,,', 'Wah beta', 'Op head ajju bhai', '🌹', 'Op', 'Good morning', 'I love you bahi']"
1340,pWGLf_u0kd0,"['Op. Freerad❤️❤️', 'Pro player', 'अजू\u200c भाई 1-1करोगे', 'Hi Ajji bhai aapka game play Dekh Kar bahut Achcha lagta hai', 'Hii', 'Bhai ap nay jaan poch kay apnay ap ko nahi mara', 'Hiii', 'Hiii', 'Hiii', 'Hiii']"
1341,eI6gJELzkEI,"['💦🧍🤣❓💯🤣', 'Ajjubhi big fan', 'Ajju bhai tumara personal global ka screen rakho', 'Aaaaaaaaaaaaaaaaaaaasssssssaaaaaaaaaaaaaaaasassdaaaassssssaaaaaaaa', 'Nice gaming aaju bhai', 'Face reveal', 'Face revil', 'Hello', 'Ajjubhai maine 1 game 36 kill kiye the', 'Hello']"
1342,Hryi5GUKpU4,"['Legend after 26 million', 'Coming after 11 months', 'Legends Watching 2021', 'Congo for 24 million in', 'Ajjubhai please give me lol emote my ff id is 1348140677', 'Who is comming for reply', '55:47 was killed Its me ind kittu', 'Ajju bhai unlimited Nahin Hai', 'Sami very', 'Good night']"
1343,mxJ3sOW9LXQ,"['I miss old free fire 😭😭😭', 'Op', 'Who are watching after 20million😁😁', '👍👌😎💯💯😍😍', 'Nice video bro', 'বহাত আছে খেলতা হো মেতো তোহারা ধোস হখায়া', 'হেলো আজু ভাই মেবি ফিরিফার খেলতা হুম কেসে হো', 'Bro', 'Please', 'Mani parvinder']"
1344,ygzOVBZdoK8,"['Wow', 'Tg ajjubhai op', 'OP', 'Op', 'Op ajjubhai', 'Murgi chor ajjubhai94', 'Kya ajjubhai94 aap bhi pit gaye na hamare jonty bhai se ✔✔✔😂😂😂😂😂\n\n😂😂😂😂😂😂\n\n😂😂😂😂😂😂\n\n😂😂😂😂😂😂\n\n😂😂😂😂😂😂\n\n☝☝☝☝☝☝', 'Hila dala ne jonty bhai ne aapko ajjubhai94 💪💪💪😂😂😂😂', 'Bhai Jonty bhai ka me bada fan hu aukat aapki nahi unhe sikhane ki', 'Op 😎😇😎😇😨🔥👑😳👑😳👑😳👑']"
1345,eCypG96N8C4,"['Ajju Bhai aap scripted video banate Ho main bhi aapke group mein ek bar aaya tha\nLekin aapane kick Kar Diya 😓\nMera naam hai shivamff', 'Op ajju bhai❤❤\nLove you🥰🥰', '2:03 me dekho  chalte medikit', 'Mr khandelval', 'Apka nam ajay khandelval', 'Hello ajjubhai aap apne subscribers ko bolo ki we hamare chanel ko bhi subscribe kar le plz plz  ajjubhai reaply jarur dena ajjubhai', 'Bahi me be apke sak kelna chata hun plz Bhai🙏🙏😭😭😭', 'Kon kon 2022 me dekh ra hai', 'Nice bandle', 'Hii']"
1346,jna2uu8KNWc,"['Watching for 31 oct 2022 😂', 'Ajju bhai love you 😘🤟', 'Old free fire op', 'Helo', 'OP😎😎😎👿👿😈👹', 'Congratulations Ajju bhai reaches 10k comments', 'Hi', 'Dayimn  do', 'Me Ashish Kumar May Id  uutyufb', 'Kiil chore op']"
1347,ngcgcNKrJPc,"['By Add', 'Good', '😆♥️', 'Big  fan', '☺☺☺☺☺☺☺☺☺☺☺☺☺❤❤❤❤❤❤❤❤❤❤❤❤❤', '60000. Proplal ,', 'Iphon', 'Iphon', '😁👍👍👍👍👍', 'Op ❤️❤️❤️❤️']"
1348,AuW2_p85KmU,"['😆😆😆😅😅😅', '😮😮', 'hi', 'Advance  34 million', 'noob', 'ajjubhai noob ho aap', 'noob', 'noob', 'noob', 'bhai tere se best to techno gemer h. fir tere 33 m huye kaise. ekdm faltu video banata h yr tu']"
1349,rBf5vBJZy68,"['Run karte time मेडिकिट use kaise Hacker ho kya', 'Nooob', 'Op bhai', '84825225', 'Op', 'Hi', 'Ajju bhai ka face🥸', 'Good', 'Itna fack movement karta sama madikit marta wow  fack', 'Itna fack movement karta sama madikit marta wow  fack']"
1350,wDqxW-htOHU,"['im watching it in 2022 26oct at 01:56AM lol😀❤', 'Aajju Bhai buna gn se khelo', 'Ajju ne niche wale bande ko dekha hi nahi', 'Big fan ajubhai', 'Ajjubhai jeher 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥', 'I like it', 'Op', 'Op', 'You are hindu', 'Eglobal nahi lagaya Lowell kyon Nahin lagaya ajju bhai']"
1351,TzxxNRf7sds,"['Legend watching in 2022', 'Oeo🤘🤘🙏🙏🙏😂😂🎊🎊🇮🇳🇮🇳👌👌💋💋👏👏❤️❤️🎉🎉💖💖💗💗', 'YouTube suggested me after 11months and makhaan with mo:mo will be annoying 😅😅😅', 'Gareb 🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗😭', 'Op ****** love song ❤❤❤', 'Super video', 'Ajju Bhai kon vote nahi karna barna wo baat jaayga please', 'Ajju bhai Ham Aapke Sathhai', 'Badis game,..............', 'Ajjubhai ko vote mat karna']"
1352,tXSF2OzDjSo,"['Legend watching in 2022', 'UID 4151623863', 'Aap se ek request hai ham ko ek firing M10 dedo please uid :3231446968', 'Not available store in gift store', 'Pahale rank bda phir khel solo vs squad heroik samjha noob', 'Only m500 challenge br rank mode agar dam hai to', 'Pro', 'Hey', 'LEGEND""S WATHING IN 2021❤️😁', 'ठततभतनभचधभच़भझगसदसणवह']"
1353,Bj9rdjvC-qE,"['Who legend are watching after in 2023☺️', 'Ajju bhai op 💯💯♥️🖤♥️💘💝💖💝💖💝💖💖', 'Super bro put more videos bro', 'Abe salo chitiyo tm log gaming kar ke dusri ko bewkuuf banate ho na op op kar kae pagal salo ,, tum hi log ne desh ko barbaad kiya h ,, baklol sale', 'Dam hai to Ajju bhai custom Laga Ke Dikha', 'You played op I am your big fan', 'Shahzail622M', 'Muja diamonds chahiya', 'Yar tum ya game kitna accha kalta ho', '👌👌👌👌👌']"
1354,iYKP74c7iVw,"['hi😇', 'Lamborghini', 'Iron man ke ghar pe fight karo firing bhi', 'Demadfrrefiarblec', 'Yo bro', '2:40:02', 'Who like ajju Bhai❣️❣️❣️❣️', 'Zanatrono', 'Gujarati. Cho.', 'Ajju. Bhai.  Pc. Dilado']"
1355,8WlwBZrbIsw,"['Ap ne kuch notice kiya kya?wo player run karye huwe medikit kar rahatha..', 'Kon kon 2022 me dek raha h😂', 'Love you', 'Ajju Bhai Ples noton vido Caro mara Mona Ajju Bhai thomara siscara bhar ho noton freAe fire ma  noton Haven ha Ples Ajju Bhai Daimone 6000 mara pas 1vDaimon naw ha', 'See 13:15 to 13:20 😱😱😱', 'Apka charector bakar hai', 'Ajju bhai noob nehy legend hai', 'Tere ko ban karna chahiye tu bhi to khela uske saath', 'Tero ko Maar diya to hakar hai', 'New video']"
1356,dK9MqfpjhtA,"['MDSAIfUL Ajju bhai aapka fan', 'Aju bai nub', 'Bro please 10000 dimond dedo please 🥺🥺🥺', 'Aur akshy video banana', 'Ok', 'Op', 'Nice video', 'Wow nice', 'Ajju bhai is unbeatable', 'My name is Vimal mer\nAap op matalab. Op khelateho']"
